Primary_Sponsor,Direct_Sponsors,Project_Wbs_Id,G_C,Profit_Center_Id,Sponsor_Contract_Number,Supervisor,Project_W,Project_Wbs Expiration_D,Fytd_Amount,Auth_Total,Unexpended_Balance
010657 Thomson Reuters,010657 Thomson Reuters,6923597,C,P122170,AGMT. EFF. 12/22/10,Brynjolfsson /Erik,12/22/10,06/30/12,0,100054,0
,,6923610,C,P122170,AGMT. EFF. 12/22/10,Brynjolfsson /Erik,12/22/10,12/31/12,0,100000,0
,,6925505,C,P122170,AGMT. EFFECTIVE 10-1-1,Brynjolfsson /Erik,10/01/11,12/31/15,0,285209,0
,,6925833,C,P122170,"AGMT DATED MARCH 30, 2012",Tucker /Catherine Elizabeth,03/30/12,12/21/13,0,25768,0
,,6927753,C,P122170,PECM PROJECT,Brynjolfsson /Erik,01/01/13,12/31/14,0,170054,0
,Total by Primary Sponsor,,,,,,,,0,681085,0
"010659 CHDI
Management","010659 CHDI
Management",6927026,C,P400600,A-5552,Graybiel /Ann M,09/01/12,09/30/17,1661126,4894449,-1550968
,,6927027,C,P400600,A-5552,Graybiel /Ann M,09/01/12,09/30/17,526220,1406201,-624876
,,6928168,C,P402000,AGMT. DTD. 6/20/13,Housman /David E,07/01/13,02/28/18,12825,152590,1479
,,6928169,C,P402000,AGMT. DTD. 6/20/13,Housman /David E,07/01/13,02/28/18,0,82000,77766
,,6932045,C,P400600,RECORD ID A-8726,Feng /Guoping,06/01/15,11/30/17,270471,520000,2447
,,6932405,C,P069201,AWARD GRANTED 10/25/15,Fraenkel /Ernest,11/01/15,10/31/16,16362,25382,0
,Total by Primary Sponsor,,,,,,,,2487004,7080622,-2094152
010671 Universiti Teknologi MARA,010671 Universiti Teknologi MARA,6923267,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,0,10639128,10639128
,,6923308,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,115473,1425000,1268
,,6923309,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,200797,705000,27537
,,6923310,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,254291,303500,30704
,,6923311,C,P069501,AGMT DTD 1/14/11,Caplice /Christopher,01/14/11,01/13/21,7715,250000,234785
,,6923312,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,883,96630,0
,,6923313,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,62129,295000,4435
,,6923314,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,1145,78606,65270
,,6923315,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,101510,75000,"40,563"
,,6923316,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,12532,16800,1464
,,6923317,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,67243,65000,-2243
,,6923323,C,P069501,AGMT DTD 1/14/11,Sheffi /Yosef,01/14/11,01/13/21,0,0,0
,Total by Primary Sponsor,,,,,,,,823718,13949663,10961784
010673 Cognizant Technology Solutions Corporation,010673 Cognizant Technology Solutions Corporation,6923595,C,P122170,AGMT. EFF. 2/21/11,McAfee /Andrew P.,01/14/11,08/31/13,0,400000,0
,Total by Primary Sponsor,,,,,,,,0,400000,0
"010693
Department for International Development (UK)",010693 Department for International Development (UK),6927161,C,P091020,COMPONENT CODE: 203208,Olken /Benjamin,01/01/13,09/30/16,12905,253688,576
,,6927466,C,P091020,COMPONENT CODE: 203208,Olken /Benjamin,01/01/13,09/30/16,0,0,0
,,6929151,C,P091020,COMPONENT CODE 204291-101,Banerjee /Abhijit,01/31/14,09/30/17,138264,411288,-238553
,,6929178,C,P091020,COMPONENT CODE: 203208,Olken /Benjamin,01/01/13,09/30/16,272798,1001240,-352034
,,6930143,C,P091020,COMPONENT CODE 204291-101,Banerjee /Abhijit,01/31/14,09/30/17,159653,1878230,9648
,,6932521,C,P091020,COMPONENT CODE: 203208,Olken /Benjamin,05/01/15,09/30/16,4617,67982,0
,Total by Primary Sponsor,,,,,,,,588236,3612428,-580363
"010697
Sweetwater Energy Inc",010697 Sweetwater Energy Inc,6927570,C,P320000,"RESEARCH AGR EFFECTIVE MARCH 15,
2013",Sinskey /Anthony J,03/15/13,03/14/15,0,790000,-210000
,Total by Primary Sponsor,,,,,,,,0,790000,-210000
010700 Biogen Idec,010700 Biogen Idec,6930983,C,P062000,SRA,Trout /Bernhardt L,11/01/14,12/31/16,43819,149725,0
,,6931269,C,P402000,AGREEMENT DATED 12/1/14,Wang /Eric Tzy-shi,12/01/14,02/01/17,15673,234731,0
,,6931330,C,P402000,AGREEMENT DATED 12/1/14,Housman /David E,12/01/14,11/30/16,2123,15269,0
,,6932280,C,P402010,AGREEMENT DATED 7/14/2015,Love /John C,08/01/15,12/31/16,84287,141236,0
,Total by Primary Sponsor,,,,,,,,145903,540961,0
"010708 NASDAQ
OMX Educational Foundation","010708 NASDAQ OMX
Educational Foundation",6931509,C,P121175,AGREEMENT DATED 02/04/2015,Brynjolfsson /Erik,01/01/15,12/31/17,209127,172889,-260580
,Total by Primary Sponsor,,,,,,,,209127,172889,-260580
"010729 Visterra, Inc.","010729 Visterra, Inc.",6932848,C,P152000,AGMT. DTD. 10/15/2015,Pentelute /Bradley L.,10/15/15,10/31/17,122389,254985,39427
,,6935161,C,P152000,AGMT. DTD. 10/16,Pentelute /Bradley L.,09/15/16,09/14/17,0,148266,148266
,Total by Primary Sponsor,,,,,,,,122389,403252,187694
010759 Toyota Motor Europe,010759 Toyota Motor Europe,6924545,C,P065005,PO 24552133,Shao-Horn /Yang,09/09/11,12/31/17,97092,862198,20839
,Total by Primary Sponsor,,,,,,,,97092,862198,20839
010760 William N. & Bernice E. Bumpus Foundation,010760 William N. & Bernice E. Bumpus Foundation,6927534,C,P400600,2013.1,Graybiel /Ann M,03/01/13,11/30/17,144798,480851,239242
,,6932929,C,P400600,2013.1,Graybiel /Ann M,10/01/15,08/31/16,2700,12337,0
,,6934301,C,P400600,2013.1,Graybiel /Ann M,06/01/16,08/31/16,6811,6811,0
,Total by Primary Sponsor,,,,,,,,154309,500000,239242
010770 Twaweza in Tanzania,010770 Twaweza in Tanzania,6932116,C,P095500,CONTRACT NO. 1506149,Tsai /Lily L,07/01/15,12/31/16,111076,468889,0
,,6934130,C,P095500,AGMT. DTD. 6/2/16,Lieberman /Evan S,04/01/16,03/31/17,37641,37828,0
,,6935449,C,P095500,1612140,Tsai /Lily L,01/01/17,12/31/17,6860,20000,13140
,Total by Primary Sponsor,,,,,,,,155577,526717,13140
"010816 Merck, Sharp & Dohme Belgium","010816 Merck, Sharp & Dohme Belgium",6931051,C,P402000,SRA DATED 11/10/2014,Love /John C,11/03/14,12/31/17,64363,241609,81412
,Total by Primary Sponsor,,,,,,,,64363,241609,81412
"010820 Ferrovial Servicios, S.A.","010820 Ferrovial Servicios, S.A.",6930079,C,P320000,FERROVIAL MITEI RPP EFF 6/1/2014,Gutowski /Timothy G,06/01/14,05/31/16,0,293000,0
,,6930917,C,P320000,FERROVIAL MITEI SUSTAINING MEMBER AGT. 1/1/2011,Ben-Akiva /Moshe E,10/01/14,05/31/16,17829,160000,0
,,6933565,C,P320000,FERROVIAL MITEI ASSOCIATEMEMBER AGR 1/1/2016,Lang /Jeffrey H,01/01/16,01/31/18,114380,238778,"75,722"
,,6933974,C,P320000,FERROVIAL MITEI ASSOCIATEMEMBER AGR 1/1/2016,Sarma /Sanjay E,04/01/16,03/31/18,182099,350000,159511
,,6934078,C,P320000,FERROVIAL MITEI ASSOCIATEMEMBER AGR 1/1/2016,Ulm /Franz-Josef,05/01/16,04/30/18,192654,440000,241864
,,6934162,C,P320000,FERROVIAL MITEI ASSOCIATEMEMBER AGR 1/1/2016,Ben-Akiva /Moshe E,06/01/16,05/31/18,165694,335923,170229
,,6934515,C,P320000,FERROVIAL MITEI ASSOCIATEMEMBER,Lienhard /John H,09/01/16,08/31/17,152592,206268,53676
,,6936112,C,P320000,FERROVIAL MITEI ASSOCIATEMEMBER,Gonzalez /Marta C.,03/01/17,12/31/17,0,148419,148419
,Total by Primary Sponsor,,,,,,,,825247,2172388,849422
010840 New York Stem Cell Foundation,010840 New York Stem Cell Foundation,6924862,C,P039070,NYSCF-R-NI10,Boyden /Edward,01/01/12,12/31/16,-7154,1500000,0
,,6930455,C,P159300,NYSCF-R-N129,Tye /Kay M.,01/01/15,12/31/19,246036,1500000,1068697
,Total by Primary Sponsor,,,,,,,,238882,3000000,1068697
010851 Deloitte Services LP,010851 Deloitte Service LP,6928050,C,P039010,ESG SIG,Havasi /Catherine,07/01/13,09/30/13,0,9230,0
,Total by Primary Sponsor,,,,,,,,0,9230,0
010875 Facebook Inc.,"010875 Facebook, Inc.",6930757,C,P121110,AGREEMENT DTD. 9/15/2014,Siegel /Michael D,09/15/14,09/15/15,-381,194619,0
,,6936220,C,P061093,PO# 1069427,Crawley /Edward F,03/13/17,06/30/18,4474,200000,195526
,Total by Primary Sponsor,,,,,,,,4093,394619,195526
010876 Brain and Behavior Research Foundation,010876 Brain and Behavior Research Foundation,6931825,C,P400600,23437,Lin /Yingxi,09/15/15,09/14/16,31,50000,-41179
,,6933533,C,P061901,GRANT ID 23799,Chung /Kwanghun,01/15/16,01/14/18,6032,52500,46468
,,6935352,C,P400600,24836,Qi /Zhenghan,01/15/17,01/14/18,20181,35000,14819
,,6935353,C,P400600,24974,Homma /Daigo,01/15/17,01/14/18,8029,35000,26971
,,6935354,C,P400600,24982,Hung /Yuwen,01/15/17,01/14/18,21456,35000,13544
,,6935355,C,P400600,24853,Bauer Hoss /Clemens,01/15/17,01/14/18,0,35000,"35,000"
,,6936159,C,P400600,25731,Choi /Bohyun Gloria,09/15/17,09/14/18,0,25000,25000
,Total by Primary Sponsor,,,,,,,,55729,267500,120624
"010898 Maxim Integrated Products, Inc.","010898 Maxim Integrated Products, Inc",6925162,C,P060600,RESEARCH AGREEMENT NO. 20111163,Sodini /Charles G,02/01/12,08/31/16,280,21396,0
,,6925818,C,P060600,RESEARCH AGREEMENT NO. 20111163,Sodini /Charles G,02/01/12,08/31/16,93025,383734,0
,,6926164,C,P268001,RESEARCH AGREEMENT NO. 20111163,Heldt /Thomas,07/01/12,08/31/16,63517,391812,0
,,6926615,C,P267110,RESEARCH AGREEMENT NO. 20111163,Voldman /Joel,09/01/12,08/31/16,4435,391978,0
,,6931364,C,P060600,RESEARCH AGREEMENT NO. 20111163,Sodini /Charles G,12/11/14,08/31/16,0,7861,0
,Total by Primary Sponsor,,,,,,,,161258,1196780,0
"010900 The
Institution of Engineering and Technology",010900 The Institution o Engineering and Technology,6925119,C,P039070,MIT2011-2016,Boyden /Edward,01/01/12,12/31/16,35436,460334,0
,Total by Primary Sponsor,,,,,,,,35436,460334,0
010908 Susan Thompson Buffett Foundation,010908 Susan Thompson Buffett Foundation,6931198,C,P091000,AGREEMENT DATED 11/01/2014,Angrist /Joshua,11/01/14,10/31/17,568873,1673393,260276
,,6935430,C,P091000,AGREEMENT DATED 11/01/2014,Angrist /Joshua,11/01/14,10/31/17,108486,216550,108064
,Total by Primary Sponsor,,,,,,,,677359,1889943,368340
"010940 SABIC
Global Technologies, B.V","010940 SABIC Global
Technologies, B.V.",6926951,C,P152000,AGMT DTD 7/31/13,Cummins /Christopher C,06/01/13,05/31/17,134978,512274,-1195
,,6929224,C,P062000,RESEARCH AGREEMENT DATED 12/16/2013,Jensen /Klavs F,12/16/13,12/15/23,0,0,0
,,6929862,C,P062000,RPP 1: STEPHANOPOULOS P.O. 4501650669,Stephanopoulos /Gregory,05/01/14,04/30/18,73100,598593,197420
,,6931956,C,P062000,RPP 2: GREEN,Green /William H,03/25/15,06/30/17,109463,350706,-5965
,,6934555,C,P065004,RPP 3: GHONIEM,Ghoniem /Ahmed F,11/01/16,10/31/17,107705,233086,125381
,,6935860,C,P062000,RPP4: GREEN,Green /William H,07/01/17,06/30/18,0,175000,175000
,Total by Primary Sponsor,,,,,,,,425246,1869660,"490,642"
"010957
Patient-Centered Outcomes Research Institute",100822 Medical Device Innovation Consortium,6936003,C,P122150,AGREEMENT EFFECTIVE 03/30/2017,Lo /Andrew W,11/01/16,06/01/18,19161,156455,137294
,Total by Primary Sponsor,,,,,,,,19161,156455,137294
"010960 Genpact International, Inc","010960 Genpact International, Inc",6930473,C,P122030,"AGREEMENT EFFECTIVE JULY 28, 2014.",Malone /Thomas W,09/01/14,03/31/17,46850,400000,0
,Total by Primary Sponsor,,,,,,,,46850,400000,0
010973 Open Society Foundations,010973 Open Society Foundations,6935440,C,P035000,GRANT # OR2016-31760,Rajagopal /Balakrishnan,11/14/16,05/14/18,27169,100000,72831
,Total by Primary Sponsor,,,,,,,,27169,100000,72831
011056 BASF SE,011056 BASF SE,6928513,C,P065005,AGMT DTD 9/1/13,Shao-Horn /Yang,09/01/13,08/31/15,-200,340000,0
,Total by Primary Sponsor,,,,,,,,-200,340000,0
"011060 Merck, Sharpe and Dohme Corp","011060 Merck, Sharpe and Dohme Corp",6933255,C,P062000,LKR150393,Trout /Bernhardt L,01/01/16,12/31/18,82936,445000,358527
,,6935296,C,P243021,LKR#159126/PO#8101910 6,Hong /Mei,11/22/16,01/21/18,51880,100000,48120
,Total by Primary Sponsor,,,,,,,,134816,545000,406647
011077 Terrativa,011077 Terrativa,6926832,C,P069850,AGMT. DTD. 4/1/12,Allanore /Antoine,11/01/12,10/31/13,0,31315,0
,,6928716,C,P069850,AGMT. DTD. 4/1/12,Allanore /Antoine,09/25/13,12/31/14,0,10059,0
,,6928880,C,P069850,AGMT. DTD. 4/1/12,Allanore /Antoine,11/04/13,01/31/15,0,21790,0
,Total by Primary Sponsor,,,,,,,,0,63163,0
011079 Reliance Industries Limited,011079 Reliance Industries Limited,6928514,C,P062000,RESEARCH AGREEMENT EFFECTIVE 4/1/14,Myerson /Allan S.,04/01/14,03/31/17,113001,465016,121549
,Total by Primary Sponsor,,,,,,,,113001,465016,121549
011083 Robert A and Renee E Belfer Family Foundation,007555 University of Texas-MD Anderson Cancer Center,6925643,C,P159300,CONSORTIUM AGREEMENT DTD 2/28/12,Tsai /Li-Huei,01/01/12,08/01/17,594234,1826374,-150323
,Total by Primary Sponsor,,,,,,,,594234,1826374,-150323
011100 Henkel Corporation,011100 Henkel Corporation,6926326,C,P063007,"AGRMT DTD AUG 1, 2012",Buehler /Markus J,08/01/12,07/31/17,129203,360000,68785
Primary Sponsor,Total by Primary Sponsor,,,,,,,,129203,360000,68785
"011108 OCP
Group",011108 OCP Group,6928657,C,P062000,"RESEARCH AGREEMENT EFFECTIVE JUNE, 1, 2013",Hatton /Trevor Alan,06/01/13,05/31/17,12177,367791,49401
,,6928658,C,P062000,"RESEARCH AGREEMENT EFFECTIVE JUNE, 1, 2013",Blankschtein /Edmundo D,06/01/13,05/31/17,177458,391794,-98347
,,6928659,C,P062000,"RESEARCH AGREEMENT EFFECTIVE JUNE, 1, 2013",Hatton /Trevor Alan,06/01/13,05/31/17,28986,455251,-23153
,,6928660,C,P062000,"RESEARCH AGREEMENT EFFECTIVE JUNE, 1, 2013",Myerson /Allan S.,06/01/13,05/31/17,183710,578061,-26826
,,6928661,C,P062000,"RESEARCH AGREEMENT EFFECTIVE JUNE, 1, 2013",Hatton /Trevor Alan,06/01/13,05/31/17,346082,425114,-558225
,,6932451,C,P062000,"RA EFFECTIVE JUNE, 1, 2013",Hatton /Trevor Alan,08/05/15,12/31/15,0,0,0
,Total by Primary Sponsor,,,,,,,,748414,2218012,-657149
011110 Agence Francaise de Developpement,011110 Agence Francaise de Developpement,6925930,C,P159400,RCH-2012-277,Reilly /John M,06/12/12,05/31/18,96884,625000,66962
,,6933183,C,P159400,AGREEMENT  DATED 12/3/2015,Reilly /John M,12/03/15,12/31/16,69867,125000,0
,,6934240,C,P039000,AGREEMENT DATED 7/12/16,Pentland /Alex Paul,07/12/16,12/31/16,64128,64128,0
,011928 Overseas Development Institute,6936500,C,P039000,F0239200,Pentland /Alex Paul,06/08/17,05/31/18,0,100000,100000
,Total by Primary Sponsor,,,,,,,,230879,914128,166962
011148 Bioiberica S.A.,"011148 Bioiberica, S.A.",6930830,C,P061901,AGRMT DTD 9/15/14,Balcells-Camps /Mercedes,09/15/14,06/14/16,-6984,113182,0
,,6933522,C,P061901,AGMT EFF DATE 1/26/16,Balcells-Camps /Mercedes,11/15/15,02/14/17,49288,73710,0
,,6935962,C,P061901,AGMT EFF DATE 3/15/17,Balcells-Camps /Mercedes,03/15/17,07/14/17,22641,25286,2645
,Total by Primary Sponsor,,,,,,,,64945,212179,2645
011173 Austrian Institute of Technology,011173 Austrian Institut of Technology,6929061,C,P039000,AGREEMENT DATED 9/1/2013,Larson /Kent,09/01/13,08/31/16,35688,240000,0
,Total by Primary Sponsor,,,,,,,,35688,240000,0
011174 Canadian Institute of Advanced Research,011174 Canadian Institute of Advanced Research,6934647,C,P152000,FL-000232,Schlau-Cohen /Gabriela S,07/01/16,06/30/17,1960,38500,"36,540"
,Total by Primary Sponsor,,,,,,,,1960,38500,36540
"011180 EMD
Millipore Corporation",011180 EMD Millipore Corporation,6932608,C,P061901,AGMT EFF. 9/30/15,Gehrke /Lee,10/01/15,10/01/16,-272,25000,0
,Total by Primary Sponsor,,,,,,,,-272,25000,0
011187 University Industry Research Corporation,011187 University Industry Research Corporation,6926114,C,P067952,AGMT EFFECTIVE 07/23/1,Madden /Samuel R,08/01/12,08/31/17,0,1,1
,,6926733,C,P067952,AGMT EFFECTIVE 07/23/1,Madden /Samuel R,08/01/12,08/31/17,256531,1589161,86481
,,6926734,C,P067952,AGMT EFFECTIVE 07/23/1,Karger /David R,09/01/12,08/31/17,37977,475000,45179
,,6926735,C,P067952,AGMT EFFECTIVE 07/23/1,Jaakkola /Tommi S,09/01/12,08/31/14,0,76756,0
,,6926736,C,P067952,AGMT EFFECTIVE 07/23/1,Madden /Samuel R,09/01/12,08/31/17,434191,1760000,75550
,,6926737,C,P067952,AGMT EFFECTIVE 07/23/1,Amarasinghe /Saman P,09/01/12,08/31/17,0,75000,1
,,6926738,C,P067952,AGMT EFFECTIVE 07/23/1,Edelman /Alan,09/01/12,08/31/17,123928,665000,7467
,,6926739,C,P067952,AGMT EFFECTIVE 07/23/1,Devadas /Srinivas,09/01/12,08/31/17,93222,572996,107624
,,6926740,C,P067952,AGMT EFFECTIVE 07/23/1,Szolovits /Peter,09/01/12,08/31/17,96778,351756,17869
,,6926741,C,P067952,AGMT EFFECTIVE 07/23/1,Mithal /Arvind,09/01/12,08/31/17,113,100000,-434
,,6928931,C,P067952,AGMT EFFECTIVE 07/23/1,Indyk /Piotr,09/01/13,08/31/17,0,80500,-180
,,6932526,C,P067952,AGMT EFFECTIVE 07/23/1,Zaharia /Matei A,09/01/15,01/31/17,0,50430,0
,Total by Primary Sponsor,,,,,,,,1042740,5796600,339560
011201 Jain Irrigation Systems Ltd,011201 Jain Irrigation Systems Ltd,6927620,C,P065005,AGREEMENT DATED 4/16/13,Winter /Amos G,06/01/12,12/31/18,131988,841582,530673
,Total by Primary Sponsor,,,,,,,,131988,841582,530673
011205 Qatar Foundation,011205 Qatar Foundatio,6926112,C,P067950,AGRMT EFF. 6/27/12,Rus /Daniela L,07/01/12,06/30/19,-22431,792898,764529
,,6926241,C,P067952,AGRMT EFF. 6/27/12,Seneff /Stephanie,07/01/12,06/30/13,0,291965,0
,,6926242,C,P067952,AGRMT EFF. 6/27/12,Glass /James R,07/01/12,06/30/13,0,195000,0
,,6926243,C,P067952,AGRMT EFF. 6/27/12,Gifford /David K,07/01/12,06/30/14,0,345103,0
,,6926244,C,P067952,AGRMT EFF. 6/27/12,Barzilay /Regina,07/01/12,06/30/13,0,69982,0
,,6926245,C,P067952,AGRMT EFF. 6/27/12,Madden /Samuel R,07/01/12,06/30/13,0,171889,0
,,6926246,C,P067952,AGRMT EFF. 6/27/12,Stonebraker /Michael,07/01/12,08/15/13,0,152572,0
,,6926247,C,P067950,AGRMT EFF. 6/27/12,Rus /Daniela L,06/01/12,06/30/17,955346,3750000,327032
,,6926917,C,P067952,AGRMT EFF. 6/27/12,Barzilay /Regina,10/01/12,08/15/13,0,59990,0
,,6926918,C,P067952,AGRMT EFF. 6/27/12,Oliva /Aude,10/01/12,09/30/13,0,420823,0
,,6926919,C,P067952,AGRMT EFF. 6/27/12,Mithal /Arvind,01/01/13,12/31/13,0,209230,0
,,6926920,C,P067952,AGRMT EFF. 6/27/12,Kagal /Lalana S,01/01/13,08/15/13,0,180259,0
,,6926922,C,P067952,AGRMT EFF. 6/27/12,Matusik /Wojciech,10/01/12,08/15/13,0,162077,0
,,6928352,C,P067952,AGRMT EFF. 6/27/12,Devadas /Srinivas,07/01/13,08/31/15,0,1889819,0
,,6928353,C,P067952,AGRMT EFF. 6/27/12,Glass /James R,07/01/13,06/30/17,605865,3585883,10134
,,6928354,C,P067952,AGRMT EFF. 6/27/12,Guttag /John V,07/01/13,08/31/15,0,1636245,0
,,6928355,C,P067952,AGRMT EFF. 6/27/12,Kagal /Lalana S,07/01/13,08/31/15,0,1439485,0
,,6928356,C,P067952,AGRMT EFF. 6/27/12,Stonebraker /Michael,07/01/13,06/30/17,995614,2520013,-49012
,,6930558,C,P067952,AGRMT EFF. 6/27/12,Berners-Lee /Timothy J,07/01/13,01/15/17,326724,1258427,0
,,6930577,C,P067952,AGRMT EFF. 6/27/12,Matusik /Wojciech,07/01/13,06/30/17,460881,1078267,-98722
,,6932546,C,P067952,AGRMT EFF. 6/27/12,Sanchez Martin /Daniel,07/01/15,06/30/17,251288,499278,-1288
,,6932547,C,P067952,AGRMT EFF. 6/27/12,Harrell /Douglas Alan,07/01/15,06/30/17,239970,446566,"48,974"
,,6932548,C,P067952,AGRMT EFF. 6/27/12,Torralba /Antonio,07/01/15,06/30/17,312620,485246,-62620
,,6932838,C,P067952,AGRMT EFF. 6/27/12,Durand /Frederic,07/01/15,01/15/17,217548,472424,0
,,6934076,C,P067952,AGRMT EFF. 6/27/12,Gonzalez /Marta C.,04/01/16,06/30/17,133712,250000,116288
,,6934275,C,P067950,AGRMT EFF. 6/27/12,Rus /Daniela L,04/01/16,06/30/17,439499,576120,136621
,,6934676,C,P067950,AGRMT EFF. 6/27/12,Rus /Daniela L,07/01/12,06/30/19,0,84172,84172
,,6934727,C,P067952,AGRMT EFF. 6/27/12,Jaakkola /Tommi S,07/01/16,06/30/17,140375,178299,37924
,,6934728,C,P067952,AGRMT EFF. 6/27/12,Barzilay /Regina,07/01/16,06/30/17,151146,247968,96822
,,6935810,C,P067952,AGRMT EFF. 6/27/12,Balakrishnan /Hari,01/01/17,06/30/17,85146,300000,214854
,Total by Primary Sponsor,,,,,,,,5293303,23750000,1625708
011208 Ovarian Cancer Research Fund,011208 Ovarian Cancer Research Fund,6931498,C,P402000,327677,Yaffe /Michael B,01/01/15,12/31/17,0,0,0
,,6931500,C,P402000,327677,Yaffe /Michael B,01/01/15,12/31/15,0,223346,0
,,6931502,C,P402000,327677,Yaffe /Michael B,01/01/16,12/31/16,179782,322783,0
,,6931504,C,P402000,327677,Yaffe /Michael B,01/01/17,12/31/17,176535,353871,177336
,Total by Primary Sponsor,,,,,,,,356317,900000,177336
011219 Lundbeck Foundation,011219 Lundbeck Foundation,6926713,C,P400600,"LETTER DATED OCTOBER 2, 2012",Desimone /Robert,02/01/13,03/31/18,136618,154080,-7651
,Total by Primary Sponsor,,,,,,,,136618,154080,-7651
"011249 PTT
Public Company Limited",011249 PTT Public Company Limited,6928178,C,P065005,AGMT DTD 6/28/13,Wong /Victor W,08/01/13,12/31/16,133105,374980,0
,Total by Primary Sponsor,,,,,,,,133105,374980,0
"011280
Boehringer Ingelheim Pharma GmbH & Co.",011280 Boehringer Ingelheim Pharma GmbH & Co.,6932802,C,P069201,PO# 45441307,Griffith /Linda G,08/14/15,08/31/18,76128,180817,82557
,,6932803,C,P069201,43067143,Griffith /Linda G,08/14/15,08/31/18,196379,516010,"216,804"
,,6932804,C,P069201,43067143,Griffith /Linda G,08/14/15,08/31/18,40709,234000,184880
,,6932806,C,P069201,PO# 45441311,Griffith /Linda G,08/14/15,08/31/18,24852,180817,145080
,,6932807,C,P069201,PO# 45441449,Griffith /Linda G,08/14/15,08/31/18,182909,948854,702429
,,6932808,C,P069201,CONTRACT 43067144,Griffith /Linda G,08/14/15,08/31/18,108702,583198,387246
,,6932809,C,P069201,CONTRACT 43067144,Griffith /Linda G,08/14/15,08/31/18,24381,234000,197585
,,6932811,C,P069201,PO# 45441319,Alm /Eric J,08/14/15,08/31/18,45057,351000,305748
,,6932812,C,P069201,43067145,Alm /Eric J,08/14/15,08/31/18,107619,335443,193738
,,6932813,C,P069201,43067145,Alm /Eric J,08/14/15,08/31/18,56344,234000,177656
,,6932815,C,P069201,PO# 45441324,Lauffenburger /Douglas A,08/14/15,08/31/18,136,255995,255859
,,6932816,C,P069201,43067146,Lauffenburger /Douglas A,08/14/15,08/31/18,112115,315855,200831
,,6932817,C,P069201,43067146,Lauffenburger /Douglas A,08/14/15,08/31/18,15769,234000,211004
,Total by Primary Sponsor,,,,,,,,991101,4603990,3261419
"011292 Twitter, In","011292 Twitter, Inc.",6929773,C,P039010,MEDIA LAB CONSORTIA,Roy /Deb K,05/01/14,04/30/19,874574,5250000,1855732
,Total by Primary Sponsor,,,,,,,,874574,5250000,1855732
011322 Axalta Coating Systems,011322 Axalta Coating Systems,6927092,C,P065005,AGMT DTD 2/28/13,McKinley /Gareth H,03/01/13,05/31/16,-15,365000,0
,Total by Primary Sponsor,,,,,,,,-15,365000,0
011351 Insurance Institute for Highway Safety,011351 Insurance Institute for Highway Safety,6927189,C,P069501,AGRMNT DTD 01/01/2013,Coughlin /Joseph F,01/01/13,04/30/17,42352,431188,70
,Total by Primary Sponsor,,,,,,,,42352,431188,70
"011354 MTR
Corporation Limited","011354 MTR
Corporation Limited",6927152,C,P063007,"BPA NO.: 1063277 AGMT DTD JAN 1, 2013",Wilson /Nigel H. M.,01/01/13,04/30/16,93050,755006,10
,,6927166,C,P063007,"AGMT DTD JAN 1, 2013",Wilson /Nigel H. M.,01/01/13,12/31/15,0,17719,"2,155"
,,6933953,C,P035000,PO NO. 1097893,Zhao /Jinhua,01/01/16,06/30/19,160455,300000,134308
,Total by Primary Sponsor,,,,,,,,253505,1072725,136473
011378 Brain Research Foundation,011378 Brain Research Foundation,6931174,C,P400600,BRF SIA-2015-02,Feng /Guoping,01/01/15,12/31/16,64258,150000,0
,,6934201,C,P159300,BRFSG-2016-09,Heiman /Myriam,06/01/16,05/31/18,38204,80000,41796
,Total by Primary Sponsor,,,,,,,,102461,230000,41796
"011383 Edward Mallinckrodt, Jr. Foundation","011383 Edward Mallinckrodt, Jr. Foundation",6928737,C,P152000,AWD LTTR DTD 9/27/13,Shoulders /Matthew D.,10/01/13,09/30/17,102358,400000,-2787
,Total by Primary Sponsor,,,,,,,,102358,400000,-2787
"011396 Bert L. &
N. Kuggie Vallee Foundation","011396 Bert L. & N.
Kuggie Vallee Foundation",6928203,C,P400600,"LETTER DATED JULY 1, 2013",Zhang /Feng,08/01/13,07/31/18,0,250000,0
,Total by Primary Sponsor,,,,,,,,0,250000,0
011402 Omidyar Network,011402 Omidyar Netwo,6930422,C,P095500,AGMT. DTD.1/1/14,Tsai /Lily L,01/01/14,07/31/16,169422,397162,0
,Total by Primary Sponsor,,,,,,,,169422,397162,0
